datetime,from_institution,to_institution,amount,transaction_type
2019-08-13 06:24:00,INST0237,INST0353,1.97,payment
2019-08-13 11:15:00,INST0427,INST0305,0.78,payment
2019-08-13 14:47:00,INST0273,INST0218,127.6,derivative
2019-08-13 05:53:00,INST0076,INST0260,13.57,repo
2019-08-13 13:31:00,INST0038,INST0052,44.82,collateral
2019-08-13 18:20:00,INST0397,INST0394,79.56,settlement
2019-08-13 03:10:00,INST0232,INST0243,3.78,derivative
2019-08-13 04:22:00,INST0077,INST0128,15.45,payment
2019-08-13 10:59:00,INST0270,INST0349,23.81,settlement
2019-08-13 16:36:00,INST0405,INST0166,2.84,repo
2019-08-13 07:19:00,INST0460,INST0382,6.51,collateral
2019-08-13 02:28:00,INST0276,INST0062,34.59,collateral
2019-08-13 07:23:00,INST0072,INST0084,57.34,payment
2019-08-13 08:17:00,INST0324,INST0406,6.37,repo
2019-08-13 23:17:00,INST0498,INST0447,3.57,settlement
2019-08-13 15:13:00,INST0342,INST0435,2.94,derivative
2019-08-13 03:51:00,INST0259,INST0197,38.51,settlement
2019-08-13 02:16:00,INST0186,INST0055,16.86,payment
2019-08-13 07:21:00,INST0326,INST0480,1.79,derivative
2019-08-13 17:48:00,INST0025,INST0010,2.38,derivative
2019-08-13 11:31:00,INST0314,INST0403,3.65,settlement
2019-08-13 01:25:00,INST0465,INST0286,43.35,collateral
2019-08-13 10:15:00,INST0103,INST0484,3.48,payment
2019-08-13 07:49:00,INST0322,INST0214,2.2,payment
2019-08-13 07:12:00,INST0024,INST0258,2.04,repo
2019-08-13 10:53:00,INST0219,INST0118,5.23,settlement
2019-08-13 03:18:00,INST0008,INST0449,193.5,derivative
2019-08-13 11:20:00,INST0218,INST0316,2.5,repo
2019-08-13 03:17:00,INST0134,INST0012,3.22,derivative
2019-08-13 21:13:00,INST0402,INST0193,22.29,repo
2019-08-13 15:02:00,INST0122,INST0066,30.07,payment
2019-08-13 18:43:00,INST0051,INST0110,16.55,payment
2019-08-13 23:02:00,INST0065,INST0226,12.93,derivative
2019-08-13 01:34:00,INST0348,INST0435,18.25,collateral
2019-08-13 17:38:00,INST0391,INST0283,12.21,collateral
2019-08-13 13:22:00,INST0126,INST0468,3.38,repo
2019-08-13 21:03:00,INST0198,INST0253,19.92,payment
2019-08-13 07:39:00,INST0248,INST0044,370.36,payment
2019-08-13 11:56:00,INST0334,INST0115,3.29,collateral
2019-08-13 20:40:00,INST0462,INST0398,34.14,payment
2019-08-13 19:58:00,INST0253,INST0156,4.37,repo
2019-08-13 22:35:00,INST0120,INST0335,2.54,derivative
2019-08-13 14:24:00,INST0289,INST0058,77.04,derivative
2019-08-13 01:47:00,INST0252,INST0015,1.4,payment
2019-08-13 04:30:00,INST0210,INST0089,22.52,repo
2019-08-13 09:15:00,INST0402,INST0356,0.68,repo
2019-08-13 21:36:00,INST0394,INST0138,2.68,derivative
2019-08-13 04:55:00,INST0103,INST0221,0.28,settlement
2019-08-13 08:23:00,INST0112,INST0359,21.02,payment
2019-08-13 17:26:00,INST0184,INST0093,4.44,settlement
2019-08-13 11:38:00,INST0012,INST0113,67.03,derivative
2019-08-13 22:39:00,INST0421,INST0229,33.51,collateral
2019-08-13 08:42:00,INST0220,INST0457,32.34,settlement
2019-08-13 09:55:00,INST0089,INST0274,15.02,collateral
2019-08-13 12:32:00,INST0016,INST0442,204.18,payment
2019-08-13 02:33:00,INST0448,INST0206,29.01,repo
2019-08-13 07:42:00,INST0148,INST0257,3.82,repo
2019-08-13 06:35:00,INST0468,INST0133,4.49,derivative
2019-08-13 22:43:00,INST0289,INST0176,2.03,derivative
2019-08-13 15:33:00,INST0163,INST0082,17.17,collateral
2019-08-13 22:53:00,INST0118,INST0314,19.41,payment
2019-08-13 16:05:00,INST0363,INST0399,8.62,derivative
2019-08-13 15:45:00,INST0104,INST0313,22.72,settlement
2019-08-13 19:54:00,INST0381,INST0309,11.69,payment
2019-08-13 22:31:00,INST0363,INST0244,13.63,payment
2019-08-13 04:16:00,INST0144,INST0193,1.5,settlement
2019-08-13 15:41:00,INST0471,INST0221,5.87,derivative
2019-08-13 20:15:00,INST0362,INST0300,0.31,repo
2019-08-13 16:54:00,INST0415,INST0419,0.67,payment
2019-08-13 21:43:00,INST0235,INST0220,24.56,derivative
2019-08-13 02:04:00,INST0383,INST0085,1.08,collateral
2019-08-13 20:58:00,INST0346,INST0318,11.65,derivative
2019-08-13 14:24:00,INST0373,INST0462,76.11,payment
2019-08-13 09:58:00,INST0125,INST0429,33.05,payment
2019-08-13 08:01:00,INST0272,INST0141,4.66,collateral
2019-08-13 10:27:00,INST0218,INST0259,0.75,collateral
2019-08-13 20:13:00,INST0177,INST0387,4.0,repo
2019-08-13 17:23:00,INST0014,INST0176,2.77,repo
2019-08-13 15:55:00,INST0240,INST0160,2.28,settlement
2019-08-13 15:09:00,INST0187,INST0180,26.27,payment
2019-08-13 08:57:00,INST0243,INST0078,12.57,repo
2019-08-13 08:13:00,INST0179,INST0157,16.72,derivative
2019-08-13 17:46:00,INST0408,INST0231,1.33,repo
2019-08-13 06:28:00,INST0295,INST0432,109.38,payment
2019-08-13 04:18:00,INST0069,INST0411,25.6,collateral
2019-08-13 03:20:00,INST0254,INST0320,1.17,repo
2019-08-13 22:15:00,INST0388,INST0169,2.75,derivative
2019-08-13 08:03:00,INST0397,INST0446,2.22,repo
2019-08-13 09:05:00,INST0215,INST0248,2.21,collateral
2019-08-13 15:18:00,INST0274,INST0251,13.2,repo
2019-08-13 14:00:00,INST0002,INST0391,2.1,repo
2019-08-13 18:50:00,INST0069,INST0276,4.82,settlement
2019-08-13 17:33:00,INST0217,INST0270,4.39,derivative
2019-08-13 18:43:00,INST0192,INST0399,3.09,settlement
2019-08-13 08:31:00,INST0495,INST0039,1.19,payment
2019-08-13 11:42:00,INST0173,INST0222,0.06,derivative
2019-08-13 22:11:00,INST0320,INST0233,4.93,derivative
2019-08-13 16:43:00,INST0349,INST0315,104.42,settlement
2019-08-13 21:39:00,INST0040,INST0392,0.75,derivative
2019-08-13 17:02:00,INST0090,INST0138,2.94,settlement
2019-08-13 22:12:00,INST0010,INST0394,8.14,settlement
2019-08-13 22:25:00,INST0478,INST0171,15.49,collateral
2019-08-13 21:47:00,INST0112,INST0489,10.34,settlement
2019-08-13 22:13:00,INST0085,INST0129,29.93,payment
2019-08-13 12:53:00,INST0191,INST0357,7.93,payment
2019-08-13 05:57:00,INST0361,INST0485,89.7,settlement
2019-08-13 00:17:00,INST0151,INST0217,2.22,settlement
2019-08-13 22:15:00,INST0274,INST0301,7.77,payment
2019-08-13 04:17:00,INST0138,INST0030,21.41,repo
2019-08-13 17:38:00,INST0136,INST0074,38.54,derivative
2019-08-13 15:40:00,INST0492,INST0138,47.97,repo
2019-08-13 09:02:00,INST0241,INST0177,2.06,payment
2019-08-13 15:41:00,INST0304,INST0305,44.06,settlement
2019-08-13 10:15:00,INST0402,INST0296,27.02,collateral
2019-08-13 14:54:00,INST0048,INST0476,24.43,derivative
2019-08-13 04:20:00,INST0120,INST0067,28.04,repo
2019-08-13 18:50:00,INST0396,INST0366,40.45,settlement
2019-08-13 06:16:00,INST0065,INST0341,209.84,payment
2019-08-13 16:02:00,INST0096,INST0308,3.08,derivative
2019-08-13 08:01:00,INST0120,INST0283,7.77,repo
2019-08-13 03:34:00,INST0272,INST0465,6.89,repo
2019-08-13 08:52:00,INST0089,INST0184,2.28,derivative
2018-09-17 07:38:00,INST0320,INST0138,249.82,derivative
2018-09-17 21:52:00,INST0347,INST0023,48.65,payment
2018-09-17 12:25:00,INST0188,INST0384,1.16,settlement
2018-09-17 23:02:00,INST0367,INST0442,9.47,derivative
2018-09-17 18:20:00,INST0470,INST0110,0.8,payment
2018-09-17 17:48:00,INST0360,INST0018,2.74,payment
2018-09-17 13:47:00,INST0234,INST0141,4.29,collateral
2018-09-17 17:32:00,INST0022,INST0235,7.84,repo
2018-09-17 19:04:00,INST0310,INST0478,31.73,derivative
2018-09-17 16:42:00,INST0211,INST0477,1.04,payment
2018-09-17 18:25:00,INST0364,INST0137,16.4,repo
2018-09-17 20:23:00,INST0408,INST0472,0.77,collateral
2018-09-17 03:26:00,INST0301,INST0086,45.86,derivative
2018-09-17 16:05:00,INST0499,INST0380,39.24,settlement
2018-09-17 02:27:00,INST0478,INST0343,17.26,payment
2018-09-17 08:28:00,INST0267,INST0108,0.79,collateral
2018-09-17 22:53:00,INST0160,INST0209,15.37,settlement
2018-09-17 07:48:00,INST0342,INST0027,0.14,payment
2018-09-17 17:20:00,INST0033,INST0484,0.5,collateral
2018-09-17 06:06:00,INST0183,INST0215,40.4,collateral
2018-09-17 08:35:00,INST0043,INST0057,71.22,collateral
2018-09-17 01:18:00,INST0108,INST0106,13.66,collateral
2018-09-17 16:43:00,INST0482,INST0144,14.78,settlement
2018-09-17 20:34:00,INST0398,INST0214,19.37,settlement
2018-09-17 15:26:00,INST0420,INST0370,13.73,collateral
2018-09-17 19:09:00,INST0396,INST0486,4.72,collateral
2018-09-17 12:39:00,INST0080,INST0301,88.47,collateral
2018-09-17 02:00:00,INST0290,INST0094,0.49,collateral
2018-09-17 04:01:00,INST0374,INST0280,18.75,collateral
2018-09-17 19:47:00,INST0372,INST0006,10.43,derivative
2018-09-17 10:14:00,INST0100,INST0081,2.18,derivative
2018-09-17 13:47:00,INST0383,INST0367,1.13,derivative
2018-09-17 05:54:00,INST0396,INST0355,6.6,derivative
2018-09-17 12:45:00,INST0315,INST0039,9.22,settlement
2018-09-17 23:37:00,INST0269,INST0391,7.56,payment
2018-09-17 23:50:00,INST0271,INST0488,4.8,repo
2018-09-17 22:50:00,INST0453,INST0312,32.54,collateral
2018-09-17 12:42:00,INST0294,INST0345,81.28,settlement
2018-09-17 15:17:00,INST0267,INST0321,10.32,repo
2018-09-17 15:24:00,INST0408,INST0105,1.97,collateral
2018-09-17 10:00:00,INST0033,INST0231,12.61,collateral
2018-09-17 03:37:00,INST0412,INST0153,0.28,collateral
2018-09-17 06:45:00,INST0286,INST0180,1.84,payment
2018-09-17 15:31:00,INST0267,INST0452,6.12,settlement
2018-09-17 04:21:00,INST0179,INST0412,4.68,collateral
2018-09-17 00:12:00,INST0079,INST0373,15.87,derivative
2018-09-17 17:38:00,INST0285,INST0438,0.75,payment
2018-09-17 18:11:00,INST0286,INST0340,5.33,collateral
2018-09-17 14:04:00,INST0439,INST0281,4.84,repo
2018-09-17 10:51:00,INST0033,INST0032,6.55,derivative
2018-09-17 03:50:00,INST0183,INST0035,31.12,payment
2018-09-17 07:55:00,INST0132,INST0377,31.01,collateral
2018-09-17 23:48:00,INST0469,INST0119,4.51,collateral
2018-09-17 19:39:00,INST0270,INST0264,34.12,payment
2018-09-17 02:02:00,INST0137,INST0075,16.94,repo
2018-09-17 06:44:00,INST0189,INST0095,8.71,collateral
2018-09-17 11:40:00,INST0135,INST0398,26.96,settlement
2018-09-17 16:07:00,INST0093,INST0063,1.78,settlement
2018-09-17 03:35:00,INST0068,INST0190,60.5,derivative
2018-09-17 04:34:00,INST0148,INST0016,13.28,payment
2018-09-17 14:25:00,INST0007,INST0457,117.76,derivative
2018-09-17 13:30:00,INST0374,INST0039,30.45,payment
2018-09-17 13:51:00,INST0209,INST0460,53.26,repo
2018-09-17 21:40:00,INST0145,INST0358,0.83,derivative
2018-09-17 02:09:00,INST0435,INST0347,1.08,derivative
2018-09-17 20:57:00,INST0198,INST0205,6.0,settlement
2018-09-17 22:32:00,INST0033,INST0160,2.66,collateral
2018-09-17 19:21:00,INST0378,INST0055,27.62,collateral
2018-09-17 17:21:00,INST0101,INST0095,6.75,collateral
2018-09-17 17:47:00,INST0115,INST0124,1.4,settlement
2018-09-17 04:58:00,INST0415,INST0445,3.74,derivative
2018-09-17 13:23:00,INST0051,INST0272,51.64,payment
2018-09-17 01:47:00,INST0160,INST0336,53.46,repo
2018-09-17 03:18:00,INST0070,INST0303,28.79,settlement
2018-09-17 08:38:00,INST0156,INST0348,2.4,settlement
2018-09-17 14:16:00,INST0355,INST0176,9.86,repo
2018-09-17 11:08:00,INST0029,INST0166,1.27,derivative
2018-09-17 06:57:00,INST0384,INST0417,5.08,payment
2018-09-17 09:28:00,INST0186,INST0060,6.91,settlement
2018-09-17 19:41:00,INST0081,INST0446,13.97,payment
2018-09-17 16:55:00,INST0463,INST0473,1.97,settlement
2018-09-17 01:12:00,INST0123,INST0050,2.26,repo
2018-09-17 00:55:00,INST0196,INST0455,35.47,payment
2018-09-17 06:59:00,INST0322,INST0406,0.1,settlement
2018-09-17 19:43:00,INST0111,INST0081,20.43,settlement
2018-09-17 05:39:00,INST0022,INST0068,6.05,repo
2018-09-17 06:50:00,INST0403,INST0267,11.53,payment
2018-09-17 07:08:00,INST0351,INST0018,2.73,repo
2018-09-17 08:41:00,INST0033,INST0340,0.8,collateral
2018-09-17 01:53:00,INST0425,INST0212,11.27,repo
2018-09-17 12:44:00,INST0143,INST0495,14.16,repo
2018-09-17 10:39:00,INST0176,INST0068,5.44,settlement
2018-09-17 18:45:00,INST0398,INST0089,50.71,settlement
2018-09-17 04:03:00,INST0132,INST0270,71.53,derivative
2018-09-17 22:40:00,INST0475,INST0101,129.55,payment
2018-09-17 08:37:00,INST0197,INST0194,6.48,repo
2018-09-17 23:50:00,INST0442,INST0195,3.16,derivative
2018-09-17 22:34:00,INST0130,INST0188,5.59,settlement
2018-09-17 12:25:00,INST0188,INST0400,1.33,derivative
2018-09-17 13:03:00,INST0093,INST0364,4.17,derivative
2018-09-17 14:21:00,INST0008,INST0046,1.91,settlement
2018-09-17 00:07:00,INST0151,INST0268,11.56,settlement
2018-09-17 22:40:00,INST0476,INST0205,2.28,settlement
2018-09-17 17:52:00,INST0345,INST0270,10.92,settlement
2018-09-17 02:54:00,INST0473,INST0216,8.98,settlement
2018-09-17 04:46:00,INST0300,INST0367,3.54,settlement
2018-09-17 10:56:00,INST0380,INST0438,6.13,collateral
2018-09-17 10:09:00,INST0215,INST0419,0.61,repo
2018-09-17 14:53:00,INST0091,INST0156,9.43,repo
2018-09-17 07:39:00,INST0466,INST0190,2.93,derivative
2018-09-17 11:22:00,INST0316,INST0437,4.27,repo
2018-09-17 11:13:00,INST0306,INST0285,1.06,payment
2018-09-17 00:51:00,INST0110,INST0043,8.11,derivative
2018-09-17 21:45:00,INST0463,INST0451,32.7,derivative
2018-09-17 01:27:00,INST0419,INST0341,4.35,derivative
2018-09-17 15:18:00,INST0117,INST0430,21.0,payment
2018-09-17 01:34:00,INST0289,INST0113,112.26,collateral
2018-09-17 20:56:00,INST0045,INST0495,18.71,payment
2018-09-17 14:20:00,INST0149,INST0351,8.14,payment
2018-09-17 09:54:00,INST0203,INST0103,4.29,derivative
2018-09-17 16:51:00,INST0231,INST0171,0.21,repo
2018-09-17 17:39:00,INST0488,INST0389,20.8,settlement
2018-09-17 14:13:00,INST0138,INST0181,1.41,derivative
2018-09-17 08:39:00,INST0280,INST0151,19.48,payment
2018-09-17 10:24:00,INST0480,INST0002,14.13,payment
2018-09-17 02:36:00,INST0120,INST0186,4.25,repo
2018-09-17 22:08:00,INST0213,INST0432,11.0,collateral
2018-09-17 01:39:00,INST0195,INST0128,10.54,settlement
2018-09-17 03:01:00,INST0338,INST0361,4.08,payment
2018-09-17 16:47:00,INST0458,INST0071,0.71,repo
2018-09-17 20:22:00,INST0457,INST0417,2.58,repo
2018-09-17 16:31:00,INST0243,INST0485,0.96,derivative
2018-09-17 00:36:00,INST0440,INST0118,3.36,collateral
2018-09-17 00:41:00,INST0358,INST0491,79.8,repo
2018-09-17 23:20:00,INST0284,INST0022,23.09,derivative
2018-09-17 00:12:00,INST0463,INST0427,3.04,repo
2018-09-17 23:24:00,INST0138,INST0112,77.44,repo
2018-09-17 17:04:00,INST0251,INST0123,3.94,repo
2018-09-17 02:29:00,INST0398,INST0207,27.78,repo
2018-09-17 22:07:00,INST0289,INST0147,25.63,settlement
2018-09-17 02:55:00,INST0234,INST0060,316.81,collateral
2018-09-17 00:52:00,INST0382,INST0367,22.94,collateral
2018-09-17 06:52:00,INST0156,INST0121,35.64,payment
2018-09-17 13:16:00,INST0278,INST0312,5.74,repo
2018-09-17 19:43:00,INST0115,INST0288,3.24,collateral
2018-09-17 13:30:00,INST0113,INST0226,24.05,settlement
2018-09-17 01:33:00,INST0439,INST0206,0.3,settlement
2018-09-17 12:32:00,INST0255,INST0412,4.15,settlement
2018-09-17 00:07:00,INST0150,INST0407,19.92,collateral
2018-09-17 22:16:00,INST0451,INST0092,0.86,collateral
2018-09-17 08:35:00,INST0474,INST0258,22.13,settlement
2018-09-17 02:45:00,INST0364,INST0308,54.97,repo
2018-09-17 06:22:00,INST0418,INST0250,6.45,payment
2018-09-17 14:00:00,INST0226,INST0207,3.94,collateral
2018-09-17 22:29:00,INST0477,INST0075,2.82,payment
2018-09-17 10:21:00,INST0276,INST0421,10.82,repo
2018-09-17 06:39:00,INST0169,INST0023,0.65,payment
2018-09-17 10:04:00,INST0379,INST0209,11.19,repo
2018-09-17 16:21:00,INST0330,INST0005,22.97,payment
2018-09-17 01:33:00,INST0209,INST0295,35.72,repo
2018-09-17 03:12:00,INST0026,INST0209,81.5,repo
2018-09-17 14:50:00,INST0271,INST0439,1.91,repo
2018-09-17 01:16:00,INST0387,INST0188,54.71,collateral
2018-09-17 16:39:00,INST0403,INST0202,0.89,derivative
2018-09-17 15:27:00,INST0204,INST0339,2.96,derivative
2018-09-17 12:23:00,INST0247,INST0362,9.53,settlement
2018-09-17 11:34:00,INST0441,INST0280,44.01,settlement
2018-09-17 09:32:00,INST0234,INST0205,12.81,derivative
2018-09-17 00:44:00,INST0326,INST0063,1.91,payment
2018-09-17 07:22:00,INST0262,INST0036,11.92,payment
2018-09-17 23:31:00,INST0197,INST0320,14.49,payment
2018-09-17 19:08:00,INST0236,INST0105,9.95,settlement
2018-09-17 04:03:00,INST0111,INST0038,11.39,repo
2018-09-17 08:00:00,INST0466,INST0377,13.03,collateral
2018-09-17 19:51:00,INST0424,INST0120,7.22,settlement
2018-09-17 12:34:00,INST0106,INST0255,56.91,collateral
2018-09-17 07:06:00,INST0080,INST0109,1.44,derivative
2018-09-17 08:01:00,INST0302,INST0278,4.26,settlement
2018-09-17 06:37:00,INST0338,INST0138,48.52,repo
2018-09-17 15:20:00,INST0095,INST0215,9.15,derivative
2018-09-17 18:58:00,INST0444,INST0150,20.66,payment
2018-09-17 12:27:00,INST0161,INST0286,25.78,derivative
2018-09-17 18:08:00,INST0058,INST0473,72.93,repo
2018-09-17 06:23:00,INST0440,INST0433,11.32,settlement
2018-09-17 01:36:00,INST0124,INST0243,30.06,repo
2018-09-17 04:28:00,INST0471,INST0003,0.24,repo
2018-09-17 00:47:00,INST0455,INST0162,18.73,settlement
2018-09-17 17:49:00,INST0093,INST0332,36.75,derivative
2018-09-17 10:03:00,INST0421,INST0478,15.26,settlement
2018-09-17 04:48:00,INST0154,INST0109,4.59,settlement
2018-09-17 00:54:00,INST0071,INST0204,11.04,payment
2018-09-17 15:36:00,INST0325,INST0361,1.51,repo
2018-09-17 12:59:00,INST0202,INST0455,9.23,repo
2018-09-17 19:55:00,INST0221,INST0430,6.19,repo
2018-09-17 23:20:00,INST0171,INST0310,27.69,repo
2018-09-17 05:59:00,INST0491,INST0487,10.19,payment
2018-09-17 03:23:00,INST0173,INST0130,2.13,derivative
2018-09-17 06:24:00,INST0231,INST0246,3.16,settlement
2018-09-17 10:00:00,INST0001,INST0312,2.41,derivative
2018-09-17 01:07:00,INST0219,INST0095,4.17,collateral
2018-09-17 09:05:00,INST0084,INST0320,9.41,settlement
2018-09-17 08:53:00,INST0352,INST0217,11.88,payment
2018-09-17 09:55:00,INST0087,INST0205,5.24,settlement
2018-09-17 05:41:00,INST0100,INST0021,23.43,repo
2018-09-17 04:29:00,INST0100,INST0234,5.68,collateral
2018-09-17 04:49:00,INST0406,INST0461,4.94,collateral
2018-09-17 15:26:00,INST0148,INST0256,35.19,collateral
2018-09-17 10:28:00,INST0219,INST0271,20.11,settlement
2018-09-17 06:07:00,INST0042,INST0296,7.17,collateral
2018-09-17 09:20:00,INST0155,INST0466,27.21,settlement
2018-09-17 19:45:00,INST0352,INST0165,13.08,payment
2018-09-17 20:53:00,INST0433,INST0284,49.01,settlement
2018-09-17 14:47:00,INST0040,INST0402,6.88,settlement
2018-09-17 07:33:00,INST0186,INST0043,19.71,derivative
2018-09-17 16:46:00,INST0379,INST0143,7.89,collateral
2018-09-17 11:51:00,INST0336,INST0138,1.04,settlement
2018-09-17 03:40:00,INST0487,INST0102,15.91,derivative
2018-09-17 08:17:00,INST0471,INST0284,2.13,collateral
2018-09-17 07:16:00,INST0279,INST0237,12.56,payment
2018-09-17 12:51:00,INST0444,INST0017,24.18,collateral
2018-09-17 06:43:00,INST0346,INST0286,6.51,settlement
2018-09-17 14:25:00,INST0056,INST0346,0.96,derivative
2018-09-17 10:22:00,INST0490,INST0372,2.3,settlement
2018-09-17 08:40:00,INST0460,INST0397,2.26,payment
2018-09-17 03:20:00,INST0073,INST0286,2.74,collateral
2018-09-17 11:57:00,INST0238,INST0451,0.49,repo
2018-09-17 07:09:00,INST0371,INST0254,25.95,settlement
2018-09-17 16:02:00,INST0351,INST0120,11.65,repo
2018-09-17 13:43:00,INST0413,INST0359,5.85,payment
2018-09-17 01:02:00,INST0474,INST0156,3.4,collateral
2018-09-17 21:34:00,INST0260,INST0243,2.85,settlement
2018-09-17 04:30:00,INST0095,INST0445,14.05,repo
2018-09-17 22:10:00,INST0334,INST0345,4.31,payment
2018-09-17 07:36:00,INST0317,INST0438,1.12,collateral
2018-09-17 03:44:00,INST0265,INST0008,5.51,derivative
2018-09-17 20:37:00,INST0497,INST0313,8.72,settlement
2018-09-17 03:53:00,INST0154,INST0425,9.76,collateral
2018-09-17 01:55:00,INST0049,INST0420,62.73,derivative
2018-09-17 10:53:00,INST0152,INST0396,28.83,settlement
2018-09-17 23:19:00,INST0205,INST0012,0.48,settlement
2018-09-17 16:54:00,INST0386,INST0453,89.09,payment
2018-09-17 10:22:00,INST0074,INST0255,2.58,payment
2018-09-17 18:08:00,INST0209,INST0337,10.93,collateral
2018-09-17 01:42:00,INST0308,INST0127,0.66,derivative
2018-09-17 08:12:00,INST0189,INST0101,46.17,collateral
2018-09-17 15:06:00,INST0177,INST0442,25.75,settlement
2018-09-17 23:45:00,INST0071,INST0475,11.12,payment
2018-09-17 11:34:00,INST0328,INST0063,273.27,settlement
2018-09-17 07:34:00,INST0354,INST0266,3.8,payment
2018-09-17 23:31:00,INST0498,INST0114,27.98,payment
2018-09-17 19:44:00,INST0269,INST0190,3.41,settlement
2018-09-17 11:27:00,INST0330,INST0383,6.16,payment
2018-09-17 08:02:00,INST0182,INST0167,1.07,payment
2018-09-17 11:06:00,INST0416,INST0195,2.75,collateral
2018-09-17 23:44:00,INST0263,INST0448,106.09,payment
2018-09-17 12:14:00,INST0399,INST0104,9.44,settlement
2018-09-17 07:06:00,INST0406,INST0499,27.33,payment
2018-09-17 22:52:00,INST0208,INST0391,3.65,collateral
2018-09-17 18:13:00,INST0036,INST0320,4.75,collateral
2018-09-17 18:52:00,INST0125,INST0224,65.37,collateral
2018-09-17 01:13:00,INST0458,INST0384,1.74,settlement
2018-09-17 11:19:00,INST0205,INST0038,43.33,derivative
2018-09-17 16:27:00,INST0485,INST0294,40.3,repo
2018-09-17 21:21:00,INST0401,INST0484,1.68,collateral
2018-09-17 12:54:00,INST0184,INST0028,18.62,collateral
2018-09-17 08:16:00,INST0253,INST0407,14.62,derivative
2018-09-17 07:25:00,INST0428,INST0291,32.43,payment
2018-09-17 15:48:00,INST0074,INST0393,178.29,collateral
2018-09-17 06:31:00,INST0228,INST0476,10.11,settlement
2018-09-17 16:12:00,INST0161,INST0086,147.51,payment
2018-09-17 22:09:00,INST0063,INST0449,4.07,derivative
2018-09-17 03:32:00,INST0224,INST0094,61.04,derivative
2018-09-17 07:53:00,INST0481,INST0429,4.41,settlement
2018-09-17 14:19:00,INST0345,INST0165,7.66,repo
2018-09-17 14:00:00,INST0368,INST0388,10.92,payment
2018-09-17 23:38:00,INST0487,INST0483,189.86,settlement
2018-09-17 14:47:00,INST0399,INST0005,1.24,payment
2018-09-17 06:00:00,INST0374,INST0436,1.28,collateral
2018-09-17 18:48:00,INST0489,INST0283,2.66,settlement
2018-09-17 06:40:00,INST0183,INST0496,277.61,payment
2018-09-17 11:08:00,INST0373,INST0448,19.63,payment
2018-09-17 01:02:00,INST0227,INST0013,8.17,derivative
2018-09-17 03:50:00,INST0379,INST0230,5.49,payment
2018-09-17 14:09:00,INST0222,INST0099,4.8,collateral
2018-09-17 01:23:00,INST0361,INST0340,28.06,derivative
2018-09-17 10:58:00,INST0107,INST0047,11.3,collateral
2018-09-17 05:20:00,INST0059,INST0267,21.49,settlement
2018-09-17 09:12:00,INST0086,INST0300,2.12,repo
2018-09-17 15:50:00,INST0175,INST0129,34.05,settlement
2018-09-17 12:57:00,INST0099,INST0163,1.45,collateral
2018-09-17 13:46:00,INST0417,INST0469,2.19,repo
2018-09-17 07:06:00,INST0446,INST0179,314.96,repo
2018-09-17 12:09:00,INST0296,INST0471,3.6,settlement
2018-09-17 14:42:00,INST0422,INST0013,4.87,repo
2018-09-17 15:10:00,INST0085,INST0175,4.73,payment
2018-09-17 02:34:00,INST0210,INST0462,24.23,collateral
2018-09-17 05:20:00,INST0277,INST0165,0.4,repo
2018-09-17 14:59:00,INST0360,INST0344,6.06,repo
2018-09-17 22:49:00,INST0054,INST0069,10.29,collateral
2018-09-17 18:20:00,INST0456,INST0028,91.33,collateral
2018-09-17 19:48:00,INST0349,INST0448,3.04,payment
2018-09-17 02:42:00,INST0194,INST0226,16.64,repo
2018-09-17 07:13:00,INST0347,INST0336,25.44,settlement
2018-09-17 11:18:00,INST0176,INST0167,0.84,settlement
2018-09-17 23:43:00,INST0105,INST0058,2.4,repo
2018-09-17 10:14:00,INST0061,INST0399,2.09,derivative
2018-09-17 15:49:00,INST0386,INST0391,2.29,collateral
2018-09-17 23:43:00,INST0092,INST0150,0.33,repo
2018-09-17 17:53:00,INST0416,INST0108,3.32,payment
2018-09-17 00:21:00,INST0146,INST0046,6.97,derivative
2018-09-17 03:13:00,INST0153,INST0269,71.2,repo
2018-09-17 15:23:00,INST0107,INST0167,2.25,payment
2018-09-17 06:02:00,INST0232,INST0097,16.58,payment
2018-09-17 22:52:00,INST0024,INST0181,1.83,payment
2018-09-17 15:14:00,INST0007,INST0100,34.87,derivative
2018-09-17 22:38:00,INST0134,INST0433,0.09,payment
2018-09-17 10:52:00,INST0002,INST0085,71.34,collateral
2018-09-17 15:17:00,INST0462,INST0312,5.12,settlement
2018-09-17 07:47:00,INST0319,INST0435,204.13,payment
2018-09-17 14:32:00,INST0327,INST0245,79.48,payment
2018-09-17 03:03:00,INST0177,INST0088,9.81,settlement
2018-09-17 07:46:00,INST0424,INST0368,33.3,settlement
2018-09-17 05:54:00,INST0357,INST0428,3.5,collateral
2018-09-17 11:47:00,INST0284,INST0477,1.74,collateral
2018-09-17 11:50:00,INST0052,INST0308,12.01,payment
2018-09-17 16:25:00,INST0111,INST0342,2.53,payment
2018-09-17 22:56:00,INST0288,INST0475,2.46,repo
2018-09-17 20:47:00,INST0201,INST0031,20.29,collateral
2018-09-17 17:36:00,INST0456,INST0225,1.8,repo
2018-09-17 04:37:00,INST0121,INST0205,3.42,repo
2018-09-17 16:08:00,INST0229,INST0135,4.83,derivative
2018-09-17 22:19:00,INST0061,INST0223,6.52,derivative
2018-09-17 17:02:00,INST0199,INST0003,8.84,derivative
2018-09-17 01:54:00,INST0313,INST0325,29.75,derivative
